Timestamp,Open,High,Low,Close
8/3/2018,0.43021,0.44619,0.4253,0.44033
8/4/2018,0.44097,0.445,0.42741,0.42985
8/5/2018,0.42984,0.43705,0.42705,0.4345
8/6/2018,0.43437,0.43699,0.40127,0.4129
8/7/2018,0.41328,0.41567,0.37387,0.37863
8/8/2018,0.37863,0.37863,0.31928,0.33171
8/9/2018,0.33197,0.35799,0.328,0.3441
8/10/2018,0.3441,0.34689,0.31236,0.31897
8/11/2018,0.31897,0.32008,0.2874,0.29784
8/12/2018,0.29708,0.30938,0.29401,0.29547
8/13/2018,0.29575,0.309,0.27127,0.2743
8/14/2018,0.2743,0.27732,0.24672,0.2725
8/15/2018,0.2728,0.30234,0.2728,0.28039
8/16/2018,0.28,0.30184,0.2755,0.29142
8/17/2018,0.29161,0.37506,0.29085,0.3672
8/18/2018,0.36721,0.37,0.31039,0.32829
8/19/2018,0.32848,0.35281,0.316,0.34201
8/20/2018,0.34201,0.35095,0.3128,0.31499
8/21/2018,0.315,0.33799,0.31302,0.33339
8/22/2018,0.33398,0.35499,0.31039,0.3185
8/23/2018,0.31849,0.32958,0.31306,0.3263
8/24/2018,0.3263,0.329,0.31577,0.32646
8/25/2018,0.32647,0.332,0.3216,0.32702
8/26/2018,0.32759,0.32912,0.318,0.32276
8/27/2018,0.32277,0.34062,0.32145,0.33901
8/28/2018,0.339,0.35809,0.33423,0.35128
8/29/2018,0.35067,0.3556,0.33361,0.34494
8/30/2018,0.34494,0.3466,0.32252,0.33518
8/31/2018,0.3347,0.349,0.32728,0.3353
9/1/2018,0.3353,0.35517,0.33476,0.34699
9/2/2018,0.34698,0.34918,0.33,0.34253
9/3/2018,0.34237,0.34387,0.333,0.33493
9/4/2018,0.33491,0.34157,0.32819,0.33116
9/5/2018,0.33116,0.334,0.2772,0.27889
9/6/2018,0.27899,0.307,0.2676,0.30179
9/7/2018,0.30182,0.30445,0.28092,0.2869
9/8/2018,0.28686,0.294,0.26891,0.27679
9/9/2018,0.27665,0.2908,0.27,0.2766
9/10/2018,0.27699,0.28263,0.259,0.27
9/11/2018,0.27,0.276,0.25261,0.26314
9/12/2018,0.26349,0.27413,0.25308,0.2699
9/13/2018,0.26959,0.28641,0.2676,0.27933
9/14/2018,0.27892,0.2867,0.27138,0.27571
9/15/2018,0.2761,0.28489,0.27533,0.28031
9/16/2018,0.2803,0.28229,0.27351,0.28122
9/17/2018,0.28122,0.28373,0.26662,0.2706
9/18/2018,0.2706,0.337,0.269,0.31897
9/19/2018,0.31898,0.337,0.3109,0.32679
9/20/2018,0.32718,0.492,0.32103,0.44819
9/21/2018,0.44877,0.8,0.4185,0.56405
9/22/2018,0.56399,0.63,0.49094,0.57368
9/23/2018,0.57249,0.59975,0.55501,0.5719
9/24/2018,0.5719,0.5831,0.48256,0.49358
9/25/2018,0.49235,0.549,0.43558,0.5256
9/26/2018,0.52633,0.57299,0.48364,0.513
9/27/2018,0.51343,0.555,0.50578,0.54305
9/28/2018,0.54305,0.55,0.51624,0.54025
9/29/2018,0.54026,0.5968,0.52505,0.56876
9/30/2018,0.56875,0.62604,0.55744,0.58257
10/1/2018,0.58257,0.6059,0.532,0.5776
10/2/2018,0.57734,0.58038,0.515,0.51692
10/3/2018,0.51692,0.5388,0.50785,0.5293
10/4/2018,0.52982,0.54999,0.5257,0.5294
10/5/2018,0.52921,0.53331,0.51031,0.5211
10/6/2018,0.52098,0.5226,0.46859,0.48964
10/7/2018,0.4893,0.49149,0.46666,0.48269
10/8/2018,0.4826,0.50449,0.47824,0.49335
10/9/2018,0.49302,0.49387,0.47108,0.48199
10/10/2018,0.48171,0.48171,0.46066,0.46605
10/11/2018,0.46632,0.46632,0.37713,0.38315
10/12/2018,0.38319,0.44953,0.37685,0.42071
10/13/2018,0.42071,0.432,0.417,0.4227
10/14/2018,0.42259,0.43057,0.40321,0.40994
10/15/2018,0.40951,0.52179,0.39771,0.46168
10/16/2018,0.46183,0.48896,0.45554,0.48352
10/17/2018,0.48352,0.49818,0.47201,0.48437
10/18/2018,0.48383,0.49408,0.456,0.4675
10/19/2018,0.46848,0.473,0.458,0.46077
10/20/2018,0.46103,0.47293,0.45633,0.46788
10/21/2018,0.46772,0.47476,0.4635,0.46458
10/22/2018,0.46458,0.46901,0.45475,0.46192
10/23/2018,0.46163,0.48649,0.444,0.47006
10/24/2018,0.47005,0.478,0.46,0.46402
10/25/2018,0.46401,0.4731,0.45688,0.46351
10/26/2018,0.46351,0.471,0.45923,0.46657
10/27/2018,0.46657,0.4681,0.4576,0.46012
10/28/2018,0.4601,0.46695,0.458,0.46472
10/29/2018,0.46483,0.46516,0.4343,0.44506
10/30/2018,0.44554,0.455,0.444,0.44749
10/31/2018,0.44734,0.46097,0.4375,0.45418
11/1/2018,0.45418,0.462,0.4485,0.46141
11/2/2018,0.46137,0.46899,0.45901,0.463
11/3/2018,0.46281,0.46449,0.45433,0.45713
11/4/2018,0.45706,0.47959,0.44955,0.46999
11/5/2018,0.46999,0.50644,0.461,0.5022
11/6/2018,0.5022,0.56878,0.50053,0.55523
11/7/2018,0.5546,0.5555,0.52751,0.5409
11/8/2018,0.5409,0.5468,0.492,0.49694
11/9/2018,0.49713,0.5227,0.496,0.5044
11/10/2018,0.50463,0.51748,0.5027,0.50956
11/11/2018,0.50941,0.51233,0.49764,0.51019
11/12/2018,0.51018,0.53499,0.50521,0.5245
11/13/2018,0.52403,0.53464,0.51111,0.51736
11/14/2018,0.51817,0.52012,0.422,0.4846
11/15/2018,0.48461,0.4947,0.4311,0.48931
11/16/2018,0.48931,0.49568,0.46382,0.47765
11/17/2018,0.47805,0.505,0.46939,0.49813
11/18/2018,0.49815,0.532,0.49537,0.51611
11/19/2018,0.51608,0.51695,0.4645,0.4825
11/20/2018,0.48235,0.50865,0.4095,0.44285
11/21/2018,0.44285,0.46947,0.41933,0.45367
11/22/2018,0.45345,0.45785,0.424,0.42831
11/23/2018,0.42766,0.44376,0.39674,0.41447
11/24/2018,0.41461,0.42878,0.37001,0.37982
11/25/2018,0.37977,0.39639,0.32802,0.382
11/26/2018,0.38186,0.39999,0.34625,0.36354
11/27/2018,0.3634,0.376,0.34634,0.365
11/28/2018,0.36476,0.40319,0.36476,0.39203
11/29/2018,0.3922,0.395,0.37072,0.38149
11/30/2018,0.38148,0.38331,0.355,0.36466
12/1/2018,0.36492,0.379,0.35617,0.37205
12/2/2018,0.372,0.3799,0.366,0.36963
12/3/2018,0.36974,0.371,0.34553,0.34827
12/4/2018,0.34827,0.36255,0.33913,0.35231
12/5/2018,0.35235,0.361,0.338,0.3395
12/6/2018,0.33906,0.3455,0.30671,0.30919
12/7/2018,0.30959,0.312,0.2865,0.30114
12/8/2018,0.30114,0.325,0.29117,0.30247
12/9/2018,0.30247,0.31965,0.2983,0.30914
12/10/2018,0.30944,0.31377,0.29424,0.29956
12/11/2018,0.2995,0.31,0.29396,0.29904
12/12/2018,0.29905,0.31064,0.2971,0.30463
12/13/2018,0.30463,0.30569,0.29558,0.29934
12/14/2018,0.29916,0.3008,0.28312,0.28816
12/15/2018,0.28803,0.29149,0.2805,0.28422
12/16/2018,0.28421,0.2954,0.28312,0.28669
12/17/2018,0.28669,0.337,0.285,0.32721
12/18/2018,0.32721,0.3498,0.32149,0.34979
12/19/2018,0.34979,0.39265,0.34165,0.34468
12/20/2018,0.34468,0.38368,0.339,0.37228
12/21/2018,0.37228,0.383,0.34584,0.35428
12/22/2018,0.35405,0.36,0.34383,0.35644
12/23/2018,0.35645,0.37784,0.35407,0.3669
12/24/2018,0.36691,0.45,0.36665,0.40092
12/25/2018,0.40075,0.40399,0.36,0.37598
12/26/2018,0.37599,0.38942,0.35327,0.37253
12/27/2018,0.37298,0.375,0.325,0.33368
12/28/2018,0.3337,0.37559,0.32823,0.36997
12/29/2018,0.37017,0.37913,0.35103,0.35593
12/30/2018,0.35622,0.36578,0.3508,0.36489
12/31/2018,0.36488,0.36932,0.3435,0.34849
1/1/2019,0.34864,0.36111,0.34533,0.3608
1/2/2019,0.36057,0.3745,0.3535,0.36882
1/3/2019,0.3686,0.3691,0.34778,0.3524
1/4/2019,0.35255,0.358,0.34385,0.35308
1/5/2019,0.35303,0.35981,0.345,0.34851
1/6/2019,0.34851,0.36446,0.34542,0.36042
1/7/2019,0.36042,0.37218,0.35701,0.36022
1/8/2019,0.36015,0.36796,0.3545,0.36073
1/9/2019,0.36073,0.36919,0.35775,0.3648
1/10/2019,0.36479,0.37963,0.315,0.32464
1/11/2019,0.32464,0.33418,0.31559,0.3258
1/12/2019,0.3258,0.32977,0.32071,0.32557
1/13/2019,0.32554,0.32953,0.30796,0.31132
1/14/2019,0.31139,0.33593,0.31115,0.32871
1/15/2019,0.3286,0.33176,0.31606,0.3215
1/16/2019,0.32154,0.33196,0.3201,0.3257
1/17/2019,0.3258,0.3284,0.31926,0.32489
1/18/2019,0.32468,0.32548,0.3161,0.32036
1/19/2019,0.32042,0.3325,0.31927,0.3267
1/20/2019,0.32672,0.32861,0.31089,0.3168
1/21/2019,0.31697,0.32163,0.3127,0.31767
1/22/2019,0.31766,0.3202,0.30611,0.31762
1/23/2019,0.31762,0.31933,0.312,0.31415
1/24/2019,0.31422,0.31795,0.31255,0.31593
1/25/2019,0.31584,0.31698,0.31,0.31384
1/26/2019,0.314,0.31887,0.3119,0.31258
1/27/2019,0.3126,0.31409,0.30272,0.30646
1/28/2019,0.30653,0.30767,0.28089,0.29223
1/29/2019,0.29223,0.294,0.28126,0.28693
1/30/2019,0.28694,0.32646,0.28447,0.32109
1/31/2019,0.32118,0.3358,0.30349,0.30911
2/1/2019,0.3092,0.31197,0.295,0.30624
2/2/2019,0.30628,0.31377,0.30428,0.3103
2/3/2019,0.31042,0.31215,0.289,0.30219
2/4/2019,0.30204,0.30566,0.29736,0.29939
2/5/2019,0.29932,0.30225,0.29642,0.29972
2/6/2019,0.29972,0.30101,0.28809,0.2894
2/7/2019,0.28934,0.29469,0.28913,0.29145
2/8/2019,0.29146,0.32129,0.28908,0.31205
2/9/2019,0.31195,0.3164,0.30719,0.31215
2/10/2019,0.31218,0.31286,0.29829,0.30988
2/11/2019,0.30985,0.3103,0.30136,0.30255
2/12/2019,0.30243,0.30842,0.29625,0.30514
2/13/2019,0.3051,0.31373,0.30113,0.30382
2/14/2019,0.30387,0.30556,0.29975,0.30081
2/15/2019,0.30082,0.30646,0.296,0.30194
2/16/2019,0.30195,0.30408,0.2997,0.30077
2/17/2019,0.30084,0.308,0.29849,0.30318
2/18/2019,0.3031,0.32862,0.30177,0.32194
2/19/2019,0.32188,0.34777,0.31807,0.32238
2/20/2019,0.3225,0.33476,0.3166,0.3315
2/21/2019,0.33139,0.33297,0.31688,0.3207
2/22/2019,0.32064,0.32333,0.31352,0.32105
2/23/2019,0.32102,0.33395,0.31753,0.33201
2/24/2019,0.33201,0.34345,0.29371,0.29757
2/25/2019,0.29757,0.33975,0.29672,0.32731
2/26/2019,0.3274,0.33502,0.31334,0.31658
2/27/2019,0.31663,0.31874,0.30076,0.31067
2/28/2019,0.31054,0.31771,0.30602,0.3139
3/1/2019,0.31386,0.32354,0.31146,0.31564
3/2/2019,0.31565,0.31819,0.30993,0.31382
3/3/2019,0.31389,0.31542,0.308,0.31114
3/4/2019,0.31115,0.31222,0.29728,0.30207
3/5/2019,0.30197,0.31787,0.3008,0.31471
3/6/2019,0.31473,0.32186,0.3095,0.31629
3/7/2019,0.31628,0.31936,0.3124,0.31311
3/8/2019,0.31324,0.316,0.305,0.30775
3/9/2019,0.3078,0.319,0.3068,0.31389
3/10/2019,0.31395,0.31705,0.30905,0.31289
3/11/2019,0.31279,0.315,0.30658,0.30992
3/12/2019,0.30991,0.31204,0.30766,0.31031
3/13/2019,0.3103,0.32555,0.30733,0.31332
3/14/2019,0.31345,0.31654,0.30585,0.31131
3/15/2019,0.31131,0.31678,0.3107,0.31473
3/16/2019,0.31485,0.323,0.31465,0.31868
3/17/2019,0.31866,0.31892,0.314,0.3154
3/18/2019,0.31546,0.32,0.31135,0.31452
3/19/2019,0.31451,0.3166,0.3125,0.31594
3/20/2019,0.31581,0.32275,0.3115,0.31779
3/21/2019,0.3178,0.31915,0.29,0.30965
3/22/2019,0.30965,0.31262,0.30642,0.31041
3/23/2019,0.31041,0.31264,0.30883,0.31182
3/24/2019,0.31174,0.31186,0.30471,0.30787
3/25/2019,0.30792,0.308,0.3,0.3031
3/26/2019,0.30296,0.30384,0.294,0.30302
3/27/2019,0.303,0.31097,0.30055,0.31012
3/28/2019,0.30986,0.31012,0.30418,0.30604
3/29/2019,0.30603,0.31042,0.30475,0.30774
3/30/2019,0.30775,0.31834,0.30687,0.31107
3/31/2019,0.31092,0.31168,0.30718,0.30889
4/1/2019,0.30889,0.31455,0.30739,0.31248
4/2/2019,0.31249,0.35571,0.3115,0.3505
4/3/2019,0.3505,0.3705,0.32354,0.34022
4/4/2019,0.34022,0.34669,0.325,0.32996
4/5/2019,0.32996,0.37999,0.32994,0.3613
4/6/2019,0.36118,0.36224,0.3461,0.35264
4/7/2019,0.35267,0.367,0.35041,0.3612
4/8/2019,0.36149,0.37012,0.34365,0.35568
4/9/2019,0.35558,0.35574,0.34385,0.34732
4/10/2019,0.34728,0.3578,0.34608,0.35345
4/11/2019,0.3535,0.35377,0.3191,0.32705
4/12/2019,0.3271,0.3282,0.31391,0.32325
4/13/2019,0.32314,0.3359,0.31936,0.32458
4/14/2019,0.32459,0.33,0.32121,0.32762
4/15/2019,0.32761,0.33184,0.31311,0.31905
4/16/2019,0.31889,0.325,0.31541,0.32379
4/17/2019,0.324,0.341,0.319,0.33436
4/18/2019,0.33435,0.34671,0.33116,0.33533
4/19/2019,0.33525,0.33537,0.32606,0.32999
4/20/2019,0.33008,0.33241,0.321,0.32668
4/21/2019,0.32673,0.32815,0.31356,0.31963
4/22/2019,0.31972,0.3306,0.31624,0.32252
4/23/2019,0.32232,0.32647,0.31684,0.31807
4/24/2019,0.31802,0.31989,0.2888,0.29963
4/25/2019,0.29971,0.30581,0.28455,0.29161
4/26/2019,0.29162,0.30491,0.28839,0.3035
4/27/2019,0.3034,0.30499,0.2975,0.29928
4/28/2019,0.29942,0.30278,0.29535,0.29946
4/29/2019,0.29948,0.30161,0.28959,0.29323
4/30/2019,0.29313,0.31249,0.29154,0.3087
5/1/2019,0.30855,0.31,0.29992,0.30304
5/2/2019,0.30313,0.30478,0.30072,0.30205
5/3/2019,0.30206,0.31053,0.3003,0.30784
5/4/2019,0.30792,0.31856,0.29634,0.30305
5/5/2019,0.30293,0.305,0.29892,0.30044
5/6/2019,0.30044,0.30751,0.29479,0.30283
5/7/2019,0.30284,0.30726,0.29712,0.29819
5/8/2019,0.29843,0.30275,0.29567,0.29958
5/9/2019,0.29957,0.30198,0.29195,0.29488
5/10/2019,0.29475,0.30198,0.29061,0.29881
5/11/2019,0.29877,0.3372,0.29801,0.31724
5/12/2019,0.31703,0.32992,0.30233,0.31016
5/13/2019,0.31014,0.329,0.30785,0.32409
5/14/2019,0.32385,0.4362,0.32199,0.409
5/15/2019,0.409,0.467,0.40737,0.45734
5/16/2019,0.45723,0.479,0.39334,0.41876
5/17/2019,0.41891,0.42394,0.3585,0.38862
5/18/2019,0.38858,0.39598,0.3634,0.37183
5/19/2019,0.37178,0.42796,0.37,0.41631
5/20/2019,0.41612,0.41647,0.37812,0.39636
5/21/2019,0.39629,0.40738,0.3853,0.39524
5/22/2019,0.39515,0.4111,0.366,0.37183
5/23/2019,0.37171,0.38269,0.36091,0.37956
5/24/2019,0.37989,0.39375,0.36982,0.38286
5/25/2019,0.38286,0.393,0.37941,0.3852
5/26/2019,0.38526,0.41368,0.373,0.40372
5/27/2019,0.40364,0.44645,0.399,0.43331
5/28/2019,0.4334,0.4611,0.4176,0.44877
5/29/2019,0.44863,0.45701,0.42,0.44307
5/30/2019,0.44286,0.4735,0.401,0.41789
5/31/2019,0.41809,0.4408,0.40614,0.43851
6/1/2019,0.43849,0.44169,0.41664,0.42894
6/2/2019,0.42856,0.44695,0.42735,0.44396
6/3/2019,0.44396,0.465,0.417,0.41731
6/4/2019,0.41739,0.41934,0.3836,0.39878
6/5/2019,0.3989,0.40597,0.3871,0.4001
6/6/2019,0.39997,0.427,0.39024,0.41937
6/7/2019,0.41935,0.43003,0.41389,0.41886
6/8/2019,0.41871,0.42222,0.4021,0.40699
6/9/2019,0.40699,0.41043,0.37,0.38527
6/10/2019,0.38528,0.40346,0.37985,0.3999
6/11/2019,0.39985,0.40195,0.38175,0.39192
6/12/2019,0.39209,0.402,0.38726,0.40074
6/13/2019,0.40075,0.40804,0.3942,0.39876
6/14/2019,0.39872,0.40364,0.39025,0.40201
6/15/2019,0.40201,0.41213,0.40052,0.4095
6/16/2019,0.40949,0.44098,0.40583,0.42703
6/17/2019,0.42701,0.46311,0.42181,0.44705
6/18/2019,0.44705,0.45499,0.41963,0.42694
6/19/2019,0.42697,0.43852,0.42369,0.43406
6/20/2019,0.43426,0.43592,0.4198,0.42995
6/21/2019,0.42986,0.45,0.42925,0.4425
6/22/2019,0.44262,0.50999,0.43752,0.47729
6/23/2019,0.47714,0.49298,0.465,0.47015
6/24/2019,0.47015,0.47585,0.45,0.47385
6/25/2019,0.47391,0.47654,0.455,0.46809
6/26/2019,0.46809,0.4968,0.453,0.46805
6/27/2019,0.46773,0.47176,0.3951,0.41049
6/28/2019,0.41061,0.4272,0.40582,0.4261
6/29/2019,0.426,0.43,0.40392,0.4262
6/30/2019,0.42597,0.42859,0.3954,0.3962
7/1/2019,0.39637,0.42298,0.38804,0.40691
7/2/2019,0.40694,0.41125,0.38386,0.39794
7/3/2019,0.39787,0.40666,0.3934,0.40456
7/4/2019,0.40458,0.4052,0.385,0.38723
7/5/2019,0.38722,0.38825,0.37325,0.37881
7/6/2019,0.3787,0.4099,0.37826,0.39031
7/7/2019,0.39031,0.4007,0.38683,0.39651
7/8/2019,0.39651,0.403,0.39114,0.40073
7/9/2019,0.40072,0.40725,0.38875,0.39362
7/10/2019,0.39361,0.39646,0.34502,0.36154
7/11/2019,0.36141,0.36285,0.31574,0.32875
7/12/2019,0.32888,0.34988,0.31968,0.34336
7/13/2019,0.34336,0.34439,0.32359,0.33206
7/14/2019,0.33214,0.33549,0.2992,0.30366
7/15/2019,0.30366,0.32376,0.29474,0.31287
7/16/2019,0.31287,0.32032,0.286,0.29543
7/17/2019,0.29545,0.32365,0.29264,0.31032
7/18/2019,0.31032,0.327,0.30257,0.32035
7/19/2019,0.32035,0.32215,0.30959,0.3188
7/20/2019,0.3187,0.34094,0.31818,0.33279
7/21/2019,0.33269,0.33501,0.32053,0.33075
7/22/2019,0.33059,0.33259,0.3157,0.32111
7/23/2019,0.32135,0.32135,0.30572,0.30891
7/24/2019,0.30877,0.31905,0.30251,0.31548
7/25/2019,0.31547,0.323,0.31117,0.31335
7/26/2019,0.31332,0.32514,0.307,0.32303
7/27/2019,0.32303,0.32621,0.3054,0.30965
7/28/2019,0.30966,0.31478,0.3,0.31218
7/29/2019,0.31217,0.31478,0.306,0.31004
7/30/2019,0.31004,0.32213,0.30665,0.31823
7/31/2019,0.31811,0.32348,0.3151,0.31959
8/1/2019,0.3195,0.3199,0.3114,0.31575
8/2/2019,0.31554,0.31785,0.30836,0.31178
8/3/2019,0.3117,0.31747,0.31091,0.31596
8/4/2019,0.31595,0.32298,0.31181,0.31813
8/5/2019,0.31823,0.331,0.31798,0.32242
8/6/2019,0.32232,0.32421,0.308,0.3116
8/7/2019,0.3116,0.31688,0.30694,0.31109
8/8/2019,0.31093,0.31204,0.30452,0.30825
8/9/2019,0.30823,0.30921,0.2901,0.29649
8/10/2019,0.2965,0.30562,0.29237,0.29918
8/11/2019,0.29907,0.30605,0.29501,0.30316
8/12/2019,0.30316,0.30536,0.298,0.3006
8/13/2019,0.3006,0.30129,0.29295,0.298
8/14/2019,0.29795,0.29864,0.243,0.26353
8/15/2019,0.26346,0.2707,0.25875,0.26378
8/16/2019,0.26392,0.26526,0.25395,0.26047
8/17/2019,0.26029,0.26953,0.25648,0.26546
8/18/2019,0.26535,0.2919,0.26353,0.2832
8/19/2019,0.28321,0.29035,0.27558,0.28202
8/20/2019,0.28195,0.28234,0.2696,0.27432
8/21/2019,0.27432,0.27448,0.25871,0.26589
8/22/2019,0.26589,0.27419,0.26028,0.27039
8/23/2019,0.27038,0.27815,0.26727,0.27664
8/24/2019,0.27663,0.27726,0.2637,0.27137
8/25/2019,0.27149,0.27602,0.26597,0.26954
8/26/2019,0.26961,0.27969,0.26704,0.27051
8/27/2019,0.27051,0.27065,0.26513,0.26954
8/28/2019,0.26955,0.26974,0.24765,0.25629
8/29/2019,0.25614,0.26264,0.247,0.25698
8/30/2019,0.25712,0.2576,0.25199,0.25539
8/31/2019,0.25541,0.26047,0.25288,0.25747
9/1/2019,0.25747,0.25891,0.25,0.25593
9/2/2019,0.25596,0.26428,0.25295,0.2606
9/3/2019,0.2606,0.267,0.25751,0.26242
9/4/2019,0.26252,0.26299,0.25598,0.25843
9/5/2019,0.25843,0.25937,0.25337,0.25617
9/6/2019,0.25616,0.25868,0.24692,0.2511
9/7/2019,0.25115,0.26285,0.25009,0.25993
9/8/2019,0.25989,0.26591,0.2555,0.26205
9/9/2019,0.26205,0.26423,0.25634,0.25855
9/10/2019,0.25869,0.26371,0.2535,0.25859
9/11/2019,0.25855,0.26092,0.251,0.25519
9/12/2019,0.25515,0.25686,0.25087,0.25406
9/13/2019,0.25404,0.256,0.25132,0.2552
9/14/2019,0.25536,0.26551,0.25389,0.26124
9/15/2019,0.26125,0.26419,0.25386,0.26022
9/16/2019,0.26015,0.263,0.25664,0.26098
9/17/2019,0.26103,0.2985,0.25944,0.28561
9/18/2019,0.28553,0.32631,0.28493,0.31344
9/19/2019,0.31344,0.31345,0.28208,0.30062
9/20/2019,0.30064,0.30159,0.2835,0.2936
9/21/2019,0.2936,0.298,0.28625,0.28961
9/22/2019,0.28964,0.28982,0.2686,0.27653
9/23/2019,0.27656,0.28666,0.26601,0.26786
9/24/2019,0.26787,0.27317,0.21333,0.23282
9/25/2019,0.23282,0.24953,0.23132,0.2457
9/26/2019,0.24567,0.25,0.22775,0.2422
9/27/2019,0.2423,0.248,0.23296,0.24208
9/28/2019,0.24209,0.24433,0.238,0.24163
9/29/2019,0.24165,0.24261,0.23427,0.24024
9/30/2019,0.24024,0.26192,0.2354,0.2566
10/1/2019,0.25659,0.261,0.24441,0.24788
10/2/2019,0.24787,0.25481,0.24421,0.25247
10/3/2019,0.25248,0.25305,0.24159,0.24674
10/4/2019,0.24687,0.25664,0.2445,0.25243
10/5/2019,0.2525,0.2566,0.24671,0.25325
10/6/2019,0.25325,0.25634,0.2506,0.25552
10/7/2019,0.25551,0.28114,0.25333,0.27592
10/8/2019,0.27584,0.28548,0.27062,0.2774
10/9/2019,0.2774,0.28693,0.27358,0.28082
